email,partner_name,event_type,literary,palce,city,type,title,body,start_date,start_time,end_date,end_time,,speaker,docs
Naifalqtami1@gmail.com,مقهى ريف,محاضرة,النثر الغير خيالي,الرياض,الرياض,مساهمة,لوحة للخط العربي,لوحة جديدة تبرز جماليات الخط العربي,10/26/2023,8:00 PM,10/26/2023,10:00 PM,,د.ممدوح العنزي,https://drive.google.com/drive/folders/1LVF0XD3oL2tnmqovW2yz-k4_YUxaVJbH
Naifalqtami1@gmail.com,مقهى ريف,محاضرة,الدراسات,الرياض,الرياض,فعالية,الشعراء بين الجاهلية والإسلام,أمسية أدبية عن الشعر واختلافه بين الجاهلية والاسلام,10/7/2023,8:00 PM,10/7/2023,10:00 PM,,Dr.Dimitri Rapits,https://drive.google.com/drive/folders/1Y53JqAWp7DVtCqf2DXt72oUDH_ODm8rT
Naifalqtami1@gmail.com,مقهى ريف,جلسة حوارية,الشعر,الرياض,الرياض,فعالية,The Next Chapter: Unleashing Creativity in AI-Enhanced Book Brainstorming,What can artificial intelligence help us with in writing and publishing a book on a literary topic through collaborative efforts?,10/14/2023,8:00 PM,10/14/2023,10:00 PM,,سعد بن دغيم,https://drive.google.com/drive/folders/1NZxItdXZ7iE3bGb65BdTHpLjLglrF8i9
info@sidra.be,مقهى سدرة,جلسة حوارية,الدراسات,الرياض,الرياض,فعالية,الجمال بين اللغة والفن,فعالية فلسفية حوارية - نستضيف فيها الأستاذ: طارق بن سعد القرني الباحث في المناهج النقدية,9/15/2023,8:00 PM,9/15/2023,10:00 PM,,طارق بن سعد القرني,0
info@sidra.be,مقهى سدرة,أمسية شعرية,شعر,الرياض,الرياض,فعالية,قصائد مغناة بين النغمات والحروف,"فعالية شعرية موسيقية - محورها: القصيدة المغناة
من تقديم الفرقة رقم: band no: 2",9/17/2023,8:00 PM,9/17/2023,10:00 PM,,الفرقة رقم: band no: 2,0
info@sidra.be,مقهى سدرة,حلقة نقاشية,شعر,الرياض,الرياض,فعالية,الشعر بصفته مقاربة أبدية وخلاص,فعالية أدبية شعرية حوارية مع الشاعر والروائي حمزة كاشغري باحث في مركز الملك فيصل للبحوث والدراسات الإسلامية,9/18/2023,8:00 PM,9/18/2023,10:00 PM,,حمزة كشغري,0
info@sidra.be,مقهى سدرة,جلسة حوارية,شعر,الرياض,الرياض,فعالية,الوعي بأقصى زرقة ممكنة,فعالية شعرية حوارية مع الشاعر ماجد العتيبي,9/19/2023,8:00 PM,9/19/2023,10:00 PM,,ماجد العتيبي,0
info@sidra.be,مقهى سدرة,محاضرة,النثر الغير خيالي,الرياض,الرياض,فعالية,سوناتات شكسبير الحب والحكمة وهما يكسران حدود الزمن,فعالية مبتكرة محورها (سوناتات شكسبير) - تنظيم سدرة,9/21/2023,8:00 PM,9/21/2023,10:00 PM,,تنظيم داخلي: (فريق مكون من ثلاثة ناشطين ثقافيين),0
info@sidra.be,مقهى سدرة,محاضرة,دراسات,الرياض,الرياض,فعالية,الترجمة والحسد المترجم مستحوذا على ماليس له,فعالية محورها الترجمة والأدب مع المترجم والأديب علي المجنوني,9/22/2023,8:00 PM,9/22/2023,10:00 PM,,علي المجنوني,0
info@sidra.be,مقهى سدرة,حلقة نقاشية,دراسات,الرياض,الرياض,فعالية,الحكاية الأقدر على الحياة في الصحراء,فعالية قصصية فلسفية محورها الصحراء: مع القاص والباحث طلق المرزوقي صاحب دماء الفيروز,9/20/2023,8:00 PM,9/20/2023,10:00 PM,,طلق المرزوقي,0
info@sidra.be,مقهى سدرة,محاضرة,النثر الخيالي,الرياض,الرياض,فعالية,الوطن في فضاء الخيال مع الدكتور فيصل السرحان,ندوة عن الوطن في فضاء الخيال مع الدكتور فيصل السرحان رئيس مبادرة تاريخنا قصة- دارة الملك عبدالعزيز. تناقش الفعالية أدبنا بين التاريخ والتخييل والمعالجات الإبداعية للتراث,9/27/2023,8:00 PM,9/27/2023,10:00 PM,,د. فيصل السرحان,0
info@sidra.be,مقهى سدرة,محاضرة,النثر الخيالي,الرياض,الرياض,فعالية,قصائد مغناة بين حب الوطن,"فعالية شعرية موسيقية - محورها: القصيدة المغناة
من تقديم الفرقة رقم: band no: 2",9/23/2023,8:00 PM,9/23/2023,10:00 PM,,الفرقة رقم: band no: 2,0
Sarmadii.sa0@gmail.com,مقهى سرمدي,جلسة حوارية,النثر الغير الخيالي,جازان,جيزان,فعالية,أمسية شعرية,الاستماع للاشعار و بعض مواضيع وافكار اليوم الوطني,9/23/2023,8:00 PM,9/23/2023,10:00 PM,,الشاعر حسن الصلهبي,https://drive.google.com/drive/folders/1Fr1gpZufhryXQHOmdI1aITAm0I-rHF9B
Sarmadii.sa0@gmail.com,مقهى سرمدي,حلقة نقاشية,ادب الأطفال واليافعين,جازان,جيزان,فعالية,ورشة الخط العربي,استخدام الالوان للتعبير عن المشاعر,9/27/2023,8:00 PM,9/27/2023,10:00 PM,,وليد جعيدي,https://drive.google.com/drive/folders/1-5ifcUHiGkVkkXM7U9rOjNV1Fy8uQRgy
Sarmadii.sa0@gmail.com,مقهى سرمدي,جلسة حوارية,النثر الغير خيالي,جازان,جيزان,فعالية,ليلة إثراء,مناقشة بعض الكتب والتزامات ذوي الاحتياجات الخاصة,9/29/2023,8:00 PM,9/29/2023,10:00 PM,,الاستاذ ايمن عزالدين,https://drive.google.com/drive/folders/1-AjNW6VZESmKWnVwh2BWSGN2G8kwElZV
Sarmadii.sa0@gmail.com,مقهى سرمدي,جلسة حوارية,النثر الغير الخيالي,جازان,جازان,فعالية,جولة في مناهج النقد الأدبي القديمة و الحديثة و المعاصرة,معرفة النقد في الأدب,10/13/2023,8:00 PM,10/13/2023,10:00 PM,,الاستاذ علي الأمير,https://drive.google.com/drive/folders/1wvBNyro9FTIta48xuyz-UiuLestbaZAR?usp=drive_link
Sarmadii.sa0@gmail.com,مقهى سرمدي,حلقة نقاشية,ادب الأطفال واليافعين,جازان,جازان,فعالية,الاستثمار في تنشئة طفل قارئ,كيف اصنع طفلاً قارئاً في عصر المشتتات؟,10/19/2023,8:00 PM,10/19/2023,10:00 PM,,الاستاذ خالد الجهني,https://drive.google.com/drive/folders/1PpdViTwwvgvKhgwo2WTyG3_VbJm3GtEt?usp=drive_link
Sarmadii.sa0@gmail.com,مقهى سرمدي,جلسة حوارية,النثر الغير خيالي,جازان,جازان,فعالية,مسامرة ادبية,مسيرة الاديب عمر طاهر زيلع,10/25/2023,8:00 PM,10/25/2023,10:00 PM,,الاديب عمر زيلع,https://drive.google.com/drive/folders/1pC9Anm4p9U960ADW1vQ1h5jLp6zP0NCJ?usp=drive_link
Sarmadii.sa0@gmail.com,مقهى سرمدي,جلسة حوارية,النثر الغير الخيالي,جازان,جازان,مساهمة,الاستثمار في تنشئة طفل قارئ,كيف اصنع طفلاً قارئاً في عصر المشتتات؟,10/1/2023,8:00 PM,10/1/2023,10:00 PM,,,https://drive.google.com/drive/folders/1EWdBdxI1K4WOyJ8TPf0Qw4hbPFutdymL?usp=drive_link
Sarmadii.sa0@gmail.com,مقهى سرمدي,حلقة نقاشية,ادب الأطفال واليافعين,جازان,جازان,مساهمة,مسامرة ادبية,مسيرة الاديب عمر طاهر زيلع,10/1/2023,8:00 PM,10/1/2023,10:00 PM,,,https://x.com/sarmadii0/status/1717244383500570708?s=48
sharik.cafe-khb@sharik-hub.com,مقهى شارك,أمسية شعرية,النثر الخيالي,الرياض,الرياض,فعالية,"أوراق أدبية بعنوان: أدب الصعاليك

صالون أديب",أمسية شعرية,10/10/2023,8:00 PM,10/10/2023,10:00 PM,,حسني مالك,https://drive.google.com/drive/folders/1V5wO3iZVtHM6_toQyLrkWHKJ1q7Dlin0?usp=drive_link
sharik.cafe-khb@sharik-hub.com,مقهى شارك,محاضرة,النثر الخيالي,الشرقية,الخبر,فعالية,"مناقشة كتاب الأيام لطه حسين

نادي كتابي",لقاء ثقافي يتم فيه مناقشة كتاب,10/17/2023,8:00 PM,10/17/2023,10:00 PM,,آمال بديوي,https://drive.google.com/drive/folders/13Jf-_YnQNzHUSIGoEHV2rSKSwNkVFKTW?usp=drive_link
fayez.a.m.q@hotmail.com,مقهى شاهي زعفران,جلسة حوارية,ادب الأطفال واليافعين,الرياض,الرياض,مساهمة,فواصل كتاب,فواصل الكتب بعدد (1000) قطعة، تهدى للعملاء طوال شهر أكتوبر,10/7/2023,8:00 PM,10/7/2023,10:00 PM,,نادي رف,0
fayez.a.m.q@hotmail.com,مقهى شاهي زعفران,جلسة حوارية,ادب الأطفال واليافعين,الرياض,الرياض,فعالية,الحكواتي,حكواتي للصغار,10/19/2023,8:00 PM,10/19/2023,10:00 PM,,هند المقوشي,https://drive.google.com/drive/folders/1AOIvNOAZ_qwSiV_VJ6B64ZFVEdSfGubQ?usp=drive_link
fayez.a.m.q@hotmail.com,مقهى شاهي زعفران,جلسة حوارية,الشعر,الرياض,الرياض,فعالية,دور القصص المصورة في تنمية مهارات الطفل,جلسة حوارية مع الضيف يبين فيها قيمة القصص المصورة للأطفال,10/25/2023,8:00 PM,10/25/2023,10:00 PM,,د. وفاء الطجل,https://drive.google.com/drive/folders/1BT0qGA2jHRlQYHj7N8nWGMEHIzBXRPis?usp=drive_link
fayez.a.m.q@hotmail.com,مقهى شاهي زعفران,جلسة حوارية,ادب الأطفال واليافعين,الرياض,الرياض,فعالية,أمسية شعرية,ديوان: (إليهم في سماواتهم),10/23/2023,8:00 PM,10/23/2023,10:00 PM,,محمد عابس,https://drive.google.com/drive/folders/16ZYy2HJ9htDzvznxTlMqncSVgrLqHn6z?usp=drive_link
fayez.a.m.q@hotmail.com,مقهى شاهي زعفران,جلسة حوارية,الشعر,الرياض,الرياض,فعالية,أمسية قصصية,حكايا وقصص,10/30/2023,8:00 PM,10/30/2023,10:00 PM,,هاني الحجي,https://drive.google.com/drive/folders/1shv8CgFcE1UmNEgPO7ohXLZloViOdaiq?usp=drive_link
t90pls@gmail.com,مقهى شاي التسعين,جلسة حوارية,النثر الخيالي,الشرقية,حفرالباطن,فعالية,الحيل النفسية للقاريء,تنمية عقلية للمفكر المبتديء وكيفية القراءة ولماذا يقرأ وكيف يقرأ القاريء بما أن الناس قد أقبلوا على القراءه حقاً علينا توضيح طرق القراءة السريعة والبصرية وأنواع القراءات وهل يلزم للقاريء الحفظ أو مايلزم,12/9/2023,8:00 PM,12/9/2023,10:00 PM,,المستشار والاديب خالد الوهبي,https://drive.google.com/file/d/1XOwaOrwmVBYc_N0b2Fj9Q5NFF_vQ3BFX/view?pli=1
t90pls@gmail.com,مقهى شاي التسعين,جلسة حوارية,النثر الخيالي,الشرقية,حفرالباطن,فعالية,القراءة ودورها في تنمية ثقافة المجتمع,تنمية عقلية للمفكر المبتديء وكيفية القراءة ولماذا يقرأ وكيف يقرأ القاريء بما أن الناس قد أقبلوا على القراءه حقاً علينا توضيح طرق القراءة السريعة والبصرية وأنواع القراءات وهل يلزم للقاريء الحفظ أو مايلزم,9/13/2023,8:00 PM,9/13/2023,10:00 PM,,الدكتور فهد الجامعي,https://drive.google.com/file/d/1h8Y7yddImQE_hWnITeJawm7jOudEwoe_/view
t90pls@gmail.com,مقهى شاي التسعين,جلسة حوارية,النثر الخيالي,الشرقية,حفرالباطن,فعالية,الحيل النفسية للكاتب,القراءة ودورها في تنمية ثقافة المجتمع وكيفية فتح منافذ للعقل وإرشاده إلى الطرق اللتي تنمي الوعي الفكري والثقافي حيث أنها من أهم مصادر الثقافة للمجتمع وكيف تكون عملية إسترجاع شيء منطوق أو ذهني لمعلومات مخزنة سواء على شكل حروف أو رموز,9/19/2023,8:00 PM,9/19/2023,10:00 PM,,المستشار والاديب خالد الوهبي,https://drive.google.com/file/d/1-KhkSPRfesp3UsF3qp62es5AP5hOJQsm/view
t90pls@gmail.com,مقهى شاي التسعين,جلسة حوارية,النثر الخيالي,الشرقية,حفرالباطن,فعالية,تجسيد الأدب في التعليق الصوتي,التدريب والتطوير على مهارات الأصوات وتغييرها و الاذاعه والأسلوب المتبع لإنتاج وتسجيل الصوت بغرض إضافته في المواد المرئية والسمعية وقد يتضمن سرد قصصي أو معلومة أو شرح مزايا منتج جديد وكيفية استخدامه في وتظيفه في المسلسلات و البرامج الإذاعية والتقارير.,9/21/2023,8:00 PM,9/21/2023,10:00 PM,,الاستاذ احمد المعيدي,https://www.youtube.com/watch?feature=shared&v=skd_DXx58ho
t90pls@gmail.com,مقهى شاي التسعين,جلسة حوارية,النثر الخيالي,الشرقية,حفرالباطن,فعالية,ثقافة المملكة العربيه السعوديه بين الماضي والحاضر,-,9/27/2023,8:00 PM,9/27/2023,10:00 PM,,أصدقاء المقهى,https://youtu.be/BPLIbNEG_no?feature=shared
t90pls@gmail.com,مقهى شاي التسعين,جلسة حوارية,النثر الخيالي,الشرقية,حفرالباطن,فعالية,تجربتي في الراوية,طريقة سرد الروايه ووصفها وطريقة كتابة أحداثها وكيفية وصف الشخصيات في الرواية,10/22/2023,8:00 PM,10/22/2023,10:00 PM,,الأستاذ ساير المسباح,https://drive.google.com/drive/folders/1ZVEg1Wpfnty7IiXZuzS36NHNr5gVSHuo?usp=drive_link
t90pls@gmail.com,مقهى شاي التسعين,جلسة حوارية,النثر الخيالي,الشرقية,حفرالباطن,فعالية,الرواية ومرتكزات بنائها,مفهوم البناء الروائي,10/25/2023,8:00 PM,10/25/2023,10:00 PM,,الدكتور ناصر المجماج,https://drive.google.com/drive/folders/1a28N5W8MJvA9XFCQ4H2Vzs4bgCrPxhby?usp=drive_link
t90pls@gmail.com,مقهى شاي التسعين,جلسة حوارية,النثر الخيالي,الشرقية,حفرالباطن,فعالية,اللغة الشاعرية في الأدب,اللغة الشاعرية في رواية ( أغنية قادمة من الغيم ),10/29/2023,8:00 PM,10/29/2023,10:00 PM,,الأستاذ فهيد العديم,https://drive.google.com/drive/folders/1Q3CV3A68mHNBe5pbQXNNbIzeUNhvm97j?usp=drive_link
t90pls@gmail.com,مقهى شاي التسعين,جلسة حوارية,النثر الخيالي,الشرقية,حفرالباطن,فعالية,التجربة الروائية,التجربة الروائية : ثراء وإثراء,10/30/2023,8:00 PM,10/30/2023,10:00 PM,,الدكتورة أديم الأنصاري,https://drive.google.com/drive/folders/1bFPwRsQezUB43sRiGPN042NwpiOq8KGx?usp=drive_link
t90pls@gmail.com,مقهى شاي التسعين,جلسة حوارية,النثر الخيالي,الشرقية,حفرالباطن,فعالية,امروء القيس بين القلم والسيف,حوار حول امرؤ القيس,10/31/2023,8:00 PM,10/31/2023,10:00 PM,,أصدقاء المقهى,https://drive.google.com/drive/folders/1Q9PrvI0DFJOpH7Z6fDRFsLH4Okt-wPuY?usp=drive_link
t90pls@gmail.com,مقهى شاي التسعين,جلسة حوارية,النثر الخيالي,الشرقية,حفرالباطن,مساهمة,قراءة كتاب,شرح كتاب اللطائف والظرائف للمؤلف عبدالملك بن محمد أبو منصور الثعالبي (ت429هـ ),10/10/2023,8:00 PM,10/10/2023,10:00 PM,,,0
info@shrqcoffee.com,مقهى شرق,جلسة حوارية,الدراسات,المنطقة الشرقية,الخبر,فعالية,كيف تكوّن شراكة أدبية ممتدة,أدبيات التواصل مع الجهات ذات العلاقة من الأندية الثقافية والجمعيات الثقافية وتكوين روابط مشتركة معهم والتعاون في استقطاب الضيوف والبارزين في المشهد الثقافي .,9/15/2023,8:00 PM,9/15/2023,10:00 PM,,أ.خالد العنزي,0
info@shrqcoffee.com,مقهى شرق,محاضرة,النثر الغير خيالي,المنطقة الشرقية,الخبر,فعالية,شرق قهوة وأدب,بين صياغة الأدب وصناعة القهوة والتواصل مع المؤثرين وتدشين المبادرة رسميا في المقهى بفعالية حضورية مهتمة بمجال الأدب والقهوة .,9/17/2023,8:00 PM,9/17/2023,10:00 PM,,فريق الشريك الأدبي,0
info@shrqcoffee.com,مقهى شرق,محاضرة,النثر الغير خيالي,المنطقة الشرقية,الخبر,فعالية,هوية الأدب وارتباطها بالفن,عندما يتشكل الأدب فنيا ويرتسم بصريا لكل متذوق له يجعل الأدب يتحدث لغة الفنون,9/19/2023,8:00 PM,9/19/2023,10:00 PM,,م.عبدالرحمن المهباش,https://drive.google.com/drive/folders/1-m-GKgtOTqfeAGgZhT5oHTFa4DN9IMp0
info@shrqcoffee.com,مقهى شرق,أمسية شعرية,الشعر,المنطقة الشرقية,الخبر,مساهمة,لقاء حلم ونحقق,باكورة الأماسي الأدبية في المبادرة بحضور أدباء ومثقفين ومهتمين بالمشاركات الأدبية الثقافية في وطننا الغالي,9/29/2023,8:00 PM,9/29/2023,10:00 PM,,مجموعة من الشعراء والأدباه,https://drive.google.com/drive/folders/1-kY5to7FNZEvTqexZCbZw7K3hAe05OAj
info@shrqcoffee.com,مقهى شرق,حلقة نقاشية,دراسات,المنطقة الشرقية,الخبر,فعالية,تدشين كتاب القهوة في الحبر,تدشين وتوقيع ومناقشة كتاب القهوة للمؤلف علي الديواني مع المهتمين وأصحاب المقاهي المختصة .,11/10/2023,8:00 PM,11/10/2023,10:00 PM,,أ.علي الديواني,0
info@shrqcoffee.com,مقهى شرق,جلسة حوارية,الشعر,المنطقة الشرقية,الخبر,فعالية,العصا البيضاء في أروقة الثقافة,ندوة ثقافية وأمسية شعرية ومعرض مصاحب .. لأصحاب الهمم ورواد لغة بريل في اليوم العالمي للمكفوفين احتفاء بهم وتشجيعا وتمكينا لهم,10/15/2023,8:00 PM,10/15/2023,10:00 PM,,شعراء واعدين بالتعاون مع جمعية نقطة تحول لتمكين المكفوفين,0
info@shrqcoffee.com,مقهى شرق,جلسة حوارية,النثر الغير خيالي,المنطقة الشرقية,الخبر,فعالية,أدبيات التأليف,تجربة الكاتب مع دور النشر والتأليف وذوقيات الكتابة الأدبية,10/21/2023,8:00 PM,10/21/2023,10:00 PM,,عامر العيسي,0
info@shrqcoffee.com,مقهى شرق,جلسة حوارية,الشعر,المنطقة الشرقية,الخبر,فعالية,أمسية شعرية بعنوان : على بعد قبلة,يحلّق بنا دكتور الشعر والأدب في معارج الفكر وسماءات المعنى بين دواوينه السبعة,10/25/2023,8:00 PM,10/25/2023,10:00 PM,,د.عبدالرحمن العتل,0
shafrah_cafe@outlook.com,مقهى شفرة,أمسية شعرية,الشعر,جازان,جازان - محافظة صامطة,فعالية,أمسية شعرية بعنوان غرّيد جازان يشاطركم الإبداع حرفًا ولغة,أمسية شعرية للشاعر والأديب الأستاذ يحيى رياني (غريد جازان) وسيقدم فيها مشاركات شعرية في مجال الأدب احتفاءً باليوم الوطني السعودي الثالث والتسعون. حيث ستدير الجلسة مشاعل مُجمَّمي (عضو هيئة التدريس في علم اللغويات واللسانيات بقسم اللغة الإنجليزية بكلية الآداب والعلوم الإنسانية بجامعة جازان). وسيتم توزيع الحاضرين للفعالية في كلا الطابقين العلوي والسفلي للمقهى بحيث سيتم تجهيز جلسة خاصة للضيف في الطابق السفلي وحوله عدد من الحاضرين؛ أما الطابق العلوي للمقهى سيتم تزويده بشاشة مرئية كبيرة الحجم تنقل الحدث مباشر للحاضرين.,9/19/2023,8:00 PM,9/19/2023,10:00 PM,,يحيى رياني (غرّيد جازان),https://x.com/shafrah_cafe/status/1700284035270898001?s=48
shafrah_cafe@outlook.com,مقهى شفرة,جلسة حوارية,الدراسات,جازان,جازان - محافظة صامطة,فعالية,اليوم العالمي للترجمة ٢٠٢٣ والذي يحمل شعارًا بعنوان عالم بلا حدود كما أعلن عنه الاتحاد الدولي للترجمة لهذا العام ٢٠٢٣,سيكون محتوى الفعالية متوزعًا على ثلاثة أجزاء كالتالي: ١- من الساعة ٥:٠٠ إلى الساعة ٦:٠٠ سيتم عقد جلسة حوارية في مجال الترجمة الأدبية من اللغات الأخرى,9/30/2023,8:00 PM,9/30/2023,10:00 PM,,طلاب وطالبات وأعضاء هيئة التدريس بقسم اللغة الإنجليزية بكلية الآداب والعلوم الإنسانية بجامعة جازان بالإضافة لطلاب وطالبات المدارس في جميع المراحل الإبتدائية والمتوسطة والثانوية,https://x.com/shafrah_cafe/status/1707319322442453406?s=48
shafrah_cafe@outlook.com,مقهى شفرة,ورشة عمل,النثر الغير خيالي,جازان,جازان - محافظة صامطة,فعالية,مسابقة شفرة الكتابة الجمالية,مسابقة للكتابة حيث فيها يتم طرح فقرتين كالتالي: الفقرة الأولى من الساعة ٧:٠٠ إلى ٧:٣٠ يتم فيها عرض صورة ملونة في مجال الأدب على شاشات مرئية بالمقهى للمشاركين من الفئة المستهدفة ويُطلب منهم كتابة تعبير وصفي بطريقة إبداعية يصف الصورة بما لا يتجاوز صفحة واحدة؛ أما الفقرة الثانية من الساعة ٧:٣٠ إلى الساعة ٨:٠٠ فيتم فيها طلب المشاركة من الحاضرين من الفئة المستهدفة كتابة قصة قصيرة بما لا تتجاوز عن ١٠ أسطر بعد ما يتم توزيع الأوراق والأقلام عليهم. وفي الساعة الأخرى من الفعالية من ٨:٠٠ إلى ٩:٠٠ سيتم الاطلاع على المشاركات وتحكيمها وفق معايير معينة من قِبل محكمين متميزين في مجال اللغة والأدب،وسيتم فرز المشاركات المتميزة وتكريم ٢ من الفائزين و٢ من الفائزات لكل فقرة بجوائز قيمة مقدمة من إدارة مقهى شفرة، وسيتم أيضًا رفع المشاركات المتميزة مع أسماء الفائزين والفائزات في المسابقة على صفحة تويتر الخاصة بمقهى شفرة.,9/28/2023,8:00 PM,9/28/2023,10:00 PM,,الطلاب والطالبات الملتحقين بالمدارس الحكومية والأهلية والعالمية في المرحلتين المتوسطة والثانوية ذو الفئات العمرية من ١٢ سنة إلى ١٨ سنة,https://x.com/shafrah_cafe/status/1703405804873744778?s=48
shafrah_cafe@outlook.com,مقهى شفرة,ورشة عمل,ادب الأطفال و اليافعين,جازان,جازان - محافظة صامطة,فعالية,أنا سعودي ولساني عربي وأفتخر,ركن الأديب الصغير طفل يقرأ للأطفال في هذه الفعالية - تزامنًا مع اليوم الوطني السعودي الثالث والتسعون - سيتم تقسيم الأطفال إلى ٥ مجموعات حسب تقارب الفئات العمرية وكل مجموعة سيُرشح لها قارئ متمكن يسرد عليهم قراءات متنوعة من القصص باللغة العربية الفُصحى، والمستمعون فيما بعد ربما يُطلب منهم المشاركة باستخراج الأفكار الأساسية من كل قصة.,9/23/2023,8:00 PM,9/23/2023,10:00 PM,,الأطفال من عمر ٥ سنوات إلى ١٢ سنة,https://x.com/shafrah_cafe/status/1700953735399154042?s=48
shafrah_cafe@outlook.com,مقهى شفرة,جلسة حوارية,الشعر,جازان,جازان - محافظة صامطة,فعالية,امسية شعرية,امسية شعرية مع جمعية الأدب,9/23/2023,8:00 PM,9/23/2023,10:00 PM,,,https://x.com/shafrah_cafe/status/1705331118428279030?s=48
shafrah_cafe@outlook.com,مقهى شفرة,جلسة حوارية,النثر الغير خيالي,جازان,جازان - محافظة صامطة,مساهمة,كومة كتب وحصيلة لغوية في الأدب,الاستعارة والتدوير لجميع الكتب الأدبية المتاحة في مكتبة المقهى,9/24/2023,8:00 PM,9/24/2023,10:00 PM,,جميع الفئات المجتمع,https://x.com/shafrah_cafe/status/1704890380674556301?s=46&t=_miYhdM3BaiyKgyNGIWcqQ
shafrah_cafe@outlook.com,مقهى شفرة,ورشة عمل,الادب المصور,جازان,جازان - محافظة صامطة,مساهمة,Share with us LITERARY EXPRESSIONS translated into other for 30% discount on your favorite drink,,9/30/2023,8:00 PM,9/30/2023,10:00 PM,,المهتمين بالترجمة والأدب واللغات,https://x.com/shafrah_cafe/status/1707595602542964924?s=49
shafrah_cafe@outlook.com,مقهى شفرة,ورشة عمل,الادب المصور,جازان,جازان - محافظة صامطة,فعالية,مُعلم الحَرف وأمير الشعراء,أمسية شعرية للشاعر والأديب الدكتور إياد حكمي والذي يحمل لقب (أمير الشعراء) وسيقدم فيها مشاركات شعرية في مجال الأدب احتفاءً باليوم العالمي للمعلم. حيث سيدير الأمسية المهندس ممدوح بن سهلي مدخلي (رئيس مجلس إدارة نادي حطين). وسيتم توزيع الحاضرين للفعالية في كلا الطابقين العلوي والسفلي للمقهى بحيث سيتم تجهيز جلسة خاصة للضيف في الطابق العلوي وحوله عدد من الحاضرين؛ أما الطابق السفلي للمقهى سيتم تزويده بشاشة مرئية كبيرة الحجم تنقل الحدث مباشر للحاضرين.,10/5/2023,8:00 PM,10/5/2023,10:00 PM,,د. إياد أبو شملة الحكمي,https://drive.google.com/drive/folders/1vxIHLYQel2P6fvd0rRspEu5_PgRUAw2K?usp=drive_link
shafrah_cafe@outlook.com,مقهى شفرة,جلسة حوارية,الشعر,جازان,جازان - محافظة صامطة,فعالية,جلسةٌ حوارية حول تجربته الإبداعية والنقدية,جلسة حوارية مع الكاتب والأديب سعادة الأستاذ الدكتور حسن بن حجاب الحازمي (عضو مجلس الشورى)، وسيتحدث فيها عن تجربته الإبداعية والنقدية,10/14/2023,8:00 PM,10/14/2023,10:00 PM,,أ.د. حسن بن حجاب الحازمي,https://drive.google.com/drive/folders/1p6rxGq765QysrIwUas9J-RLHcAuEhXBP?usp=drive_link
shafrah_cafe@outlook.com,مقهى شفرة,جلسة حوارية,النثر الغير خيالي,جازان,جازان - محافظة صامطة,فعالية,ليلةً أدبية بأناملٍ جازانية,مرسم حُر في مجال الأدب المصور وسيتم توفير جميع أدوات الرسم والخط وسيتم طلب رسم بورتريه لشخصيات أدبية متنوعة أمثال غازي القصيبي وشكسبير وأحمد شوقي وخالد الفيصل وغيرهم آخرون,10/20/2023,8:00 PM,10/20/2023,10:00 PM,,جميع الفئات العمرية من الشباب والناشئة والمبدعون في الرسم بجميع أنواعه وأشكاله والخط العربي,https://drive.google.com/drive/folders/1I-Ksk-7lFpRB_6oZa9WL_msthE979wk_?usp=drive_link
shafrah_cafe@outlook.com,مقهى شفرة,ورشة عمل,الادب المصور,جازان,جازان - محافظة صامطة,فعالية,سلمان عرَّاب وحكيم الأُمَّة,أمسية شعرية وذلك احتفاءً بذكرى بيعة الملك سلمان,10/19/2023,8:00 PM,10/19/2023,10:00 PM,,حسن الصلهبي,https://x.com/shafrah_cafe/status/1715404560934600885?s=48
shafrah_cafe@outlook.com,مقهى شفرة,ورشة عمل,الادب المصور,جازان,جازان - محافظة صامطة,مساهمة,رسولُ العلمِ شكرًا,احتفاءً بيوم المعلم، سيساهم مقهى شفرة بتوزيع مشروبات متنوعة على جميع المعلمين والطاقم الإداري بمدارس رياض جازان العالمية تكريمًا وتقديرًا لهم وبالشراكة مع المدرسة سيعمل مقهى شفرة لقاء مع بعض الطلبة من النخبة المتميزين والذين سيشاركون ببعض القصائد الشعرية ومشاركات أخرى في مجالات أدبية متنوعة كالأدب المصور ... الخ حول محور اليوم العالمي للمعلم,10/5/2023,8:00 PM,10/5/2023,10:00 PM,,مها الفهيدي,https://drive.google.com/drive/folders/1PmV2FFqre064xlUWxzzPK4Fw_nX7d-O6?usp=drive_link
shafrah_cafe@outlook.com,مقهى شفرة,جلسة حوارية,الشعر,جازان,جازان - محافظة صامطة,مساهمة,تصنعُ القهوة مزاجًا جميلًا .. ويصنعُ الأدب عقلًا منيرًا,مساهمة داخلية بمقهى شفرة حيث سيتم توزيع مشروبات ساخنة وباردة مجانًا (غير مدفوعة) لعدد ٥٠ كوبًا، وحيث أن الأكواب سيتم طباعة عبارات أدبية عليها متنوعة باللغة العربية مُزودة بشعار الشريك الأدبي. وسيتم طباعة عبارات أدبية بلغات أخرى (كالإنجليزية والفرنسية) على ١٥٠ كوبًا مدفوعًا (غير مجاني).,10/27/2023,8:00 PM,10/27/2023,10:00 PM,,,https://x.com/shafrah_cafe/status/1718687789078777909?s=48
